,max_P,utility,inertia,reliability
0,3.7008328643557857,0.6492201096950139,0.9900000000000034,0.12960000000000013
1,2.892850622473731,0.5873180593656764,0.9900000000000034,0.15046666666666672
2,6.976499536532024,1.6278984609069986,0.9900000000000034,0.04999999999999995
3,2.9453653850690134,1.1755204997203312,0.9900000000000034,0.05999999999999986
4,4.725903485314393,1.1090381881124425,0.9900000000000034,0.059533333333333195
5,5.679027116892578,1.842118516043958,0.9900000000000034,0.03999999999999986
6,3.215047999149272,0.7525444900240482,0.9900000000000034,0.07246666666666655
7,5.1844292727728005,0.8706710415170785,0.9900000000000034,0.0999999999999999
8,9.144340884796243,0.9735142115424955,0.9900000000000034,0.04999999999999995
9,2.5295726756731294,2.579979341717158,0.9900000000000034,0.11126666666666689
10,3.7007807463256985,0.6492201096950139,0.9900000000000034,0.12980000000000014
11,2.892770849352774,0.5873180593656764,0.9900000000000034,0.15026666666666672
12,6.976382033237037,1.6278984609069986,0.9900000000000034,0.04999999999999995
13,2.9456349560828063,1.1755204997203312,0.9900000000000034,0.05999999999999986
14,4.725988453566885,1.1090381881124425,0.9900000000000034,0.059199999999999864
15,5.678841666519493,1.842118516043958,0.9900000000000034,0.03999999999999986
16,3.2152614409034066,0.7525444900240482,0.9900000000000034,0.07266666666666656
17,5.1840109276434,0.8706710415170785,0.9900000000000034,0.0999999999999999
18,9.144352142072105,0.9735142115424955,0.9900000000000034,0.04999999999999995
19,2.5305455070356477,2.579979341717158,0.9900000000000034,0.11086666666666689
20,3.7007952618440543,0.6492201096950139,0.9900000000000034,0.12980000000000014
21,2.892767557025462,0.5873180593656764,0.9900000000000034,0.15033333333333343
22,6.976339841304009,1.6278984609069986,0.9900000000000034,0.04999999999999995
23,2.9452393894538753,1.1755204997203312,0.9900000000000034,0.05999999999999986
24,4.725895375976363,1.1090381881124425,0.9900000000000034,0.05979999999999986
25,5.679066493196921,1.842118516043958,0.9900000000000034,0.03999999999999986
26,3.214298687973426,0.7525444900240482,0.9900000000000034,0.07219999999999989
27,5.184147144322161,0.8706710415170785,0.9900000000000034,0.0999999999999999
28,9.143956529649461,0.9735142115424955,0.9900000000000034,0.04999999999999995
29,2.5298410763004107,2.579979341717158,0.9900000000000034,0.11120000000000017
30,3.7009540763807456,0.6492201096950139,0.9900000000000034,0.12980000000000014
31,2.8927354627904283,0.5873180593656764,0.9900000000000034,0.14993333333333345
32,6.976287351050514,1.6278984609069986,0.9900000000000034,0.04999999999999995
33,2.9456306334265667,1.1755204997203312,0.9900000000000034,0.05999999999999986
34,4.726042465700454,1.1090381881124425,0.9900000000000034,0.059733333333333194
35,5.67939844669758,1.842118516043958,0.9900000000000034,0.03999999999999986
36,3.214711743720575,0.7525444900240482,0.9900000000000034,0.0721333333333332
37,5.184387824352149,0.8706710415170785,0.9900000000000034,0.0999999999999999
38,9.14455879644196,0.9735142115424955,0.9900000000000034,0.04999999999999995
39,2.529933074282857,2.579979341717158,0.9900000000000034,0.11106666666666687
40,3.7008718245242225,0.6492201096950139,0.9900000000000034,0.12980000000000014
41,2.89277289685099,0.5873180593656764,0.9900000000000034,0.15026666666666674
42,6.976633780943193,1.6278984609069986,0.9900000000000034,0.04999999999999995
43,2.945230201721152,1.1755204997203312,0.9900000000000034,0.05999999999999986
44,4.726310043417305,1.1090381881124425,0.9900000000000034,0.05966666666666653
45,5.679803009364782,1.842118516043958,0.9900000000000034,0.03999999999999986
46,3.2149887301983253,0.7525444900240482,0.9900000000000034,0.07213333333333322
47,5.184299498405212,0.8706710415170785,0.9900000000000034,0.0999999999999999
48,9.143365059838871,0.9735142115424955,0.9900000000000034,0.050066666666666614
49,2.5302544763949015,2.579979341717158,0.9900000000000034,0.11106666666666684
50,3.7006877181775675,0.6424932092875556,0.980999999999997,0.12973333333333348
51,2.8927758654919584,0.5824684101740863,0.9817999999999979,0.14993333333333345
52,6.976478631333212,1.6136191922623075,0.9800666666666629,0.04999999999999995
53,2.945838228937014,1.1705753573869533,0.9858666666666673,0.05999999999999986
54,4.725946505684626,1.0998803072638357,0.9831333333333324,0.05966666666666653
55,5.679173924199697,1.8247494950457426,0.9799999999999962,0.03999999999999986
56,3.2152275700679303,0.7412118509953657,0.9803333333333297,0.07159999999999989
57,5.184629384170887,0.870310056961779,0.989600000000003,0.0999999999999999
58,9.143971129001399,0.9706848659664011,0.9876666666666682,0.04999999999999995
59,2.5294665395987597,2.55866416452458,0.9793999999999963,0.1113333333333335
60,3.7007293561487997,0.6492201096950139,0.9900000000000034,0.12980000000000014
61,2.892901183305917,0.5873180593656764,0.9900000000000034,0.14993333333333345
62,6.976396100910282,1.6278984609069986,0.9900000000000034,0.04999999999999995
63,2.9453192525504077,1.1755204997203312,0.9900000000000034,0.05999999999999986
64,4.726184549229515,1.1090381881124425,0.9900000000000034,0.05979999999999986
65,5.6793412858668,1.842118516043958,0.9900000000000034,0.03999999999999986
66,3.2146508438307095,0.7525444900240482,0.9900000000000034,0.07246666666666653
67,5.184320555626004,0.8706710415170785,0.9900000000000034,0.0999999999999999
68,9.143558723529935,0.9735142115424955,0.9900000000000034,0.04999999999999995
69,2.5298116791505936,2.579979341717158,0.9900000000000034,0.11080000000000022
70,3.700978847021918,0.6492201096950139,0.9900000000000034,0.12973333333333348
71,2.892838966757054,0.5873180593656764,0.9900000000000034,0.15006666666666676
72,6.97631362374786,1.6278984609069986,0.9900000000000034,0.04999999999999995
73,2.9453777345079732,1.1755204997203312,0.9900000000000034,0.05999999999999986
74,4.7262128051862895,1.1090381881124425,0.9900000000000034,0.0589333333333332
75,5.67925872980012,1.842118516043958,0.9900000000000034,0.03999999999999986
76,3.215109266384222,0.7525444900240482,0.9900000000000034,0.07226666666666656
77,5.184523590747063,0.8706710415170785,0.9900000000000034,0.10013333333333323
78,9.14296418417035,0.9735142115424955,0.9900000000000034,0.04999999999999995
79,2.5305121281058978,2.579979341717158,0.9900000000000034,0.11126666666666685
80,3.7008098611819915,0.6025224527136833,0.9900000000000034,0.14873333333333338
81,2.8928402500225117,0.5352929891788634,0.9900000000000034,0.17680000000000026
82,6.976476710111236,1.5852761531039077,0.9737333333333301,0.06053333333333319
83,2.9453454946866824,1.1184039873614178,0.9815333333333305,0.07946666666666641
84,4.725676909454059,1.074506805390095,0.9799999999999962,0.06659999999999987
85,5.679183574540344,1.8113589623529363,0.9799999999999962,0.04993333333333328
86,3.2156964478090626,0.6766358145730326,0.9882000000000023,0.10780000000000013
87,5.184461245757175,0.8133030016563774,0.9846666666666657,0.12133333333333308
88,9.14463103140777,0.9282313381146694,0.9797333333333296,0.06499999999999984
89,2.5301324972991717,2.4971869024497546,0.9900000000000034,0.1469333333333333
90,3.7009312008028896,0.6492201096950139,0.9900000000000034,0.1296000000000001
91,2.8928387352075684,0.5873180593656764,0.9900000000000034,0.15020000000000006
92,6.976584185112146,1.6278984609069986,0.9900000000000034,0.04999999999999995
93,2.9454491864238226,1.1755204997203312,0.9900000000000034,0.05999999999999986
94,4.725686245945937,1.1090381881124425,0.9900000000000034,0.059533333333333195
95,5.679251363957215,1.842118516043958,0.9900000000000034,0.03999999999999986
96,3.214348490446738,0.7525444900240482,0.9900000000000034,0.07239999999999991
97,5.18435352951214,0.8706710415170785,0.9900000000000034,0.0999999999999999
98,9.144634202504111,0.9735142115424955,0.9900000000000034,0.04999999999999995
99,2.530047280660952,2.579979341717158,0.9900000000000034,0.1113333333333335
